METAPHORS,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,SUM,AVERAGE,VARIANCE,
automne,1,2,2,0,7,7,4,7,0,0,1,6,0,7,8,0,3,2,0,7,0,5,1,6,0,5,1,4,4,1,0,0,0,6,3,7,7,1,3,7,1,1,3,4,7,3,7,0,3,1,0,0,4,2,0,3,0,1,0,5,1,0,2,5,1,0,4,8,2,6,6,2,0,3,4,0,7,1,1,0,7,3,4,0,0,0,0,3,0,4,3,1,8,256,2.752688172,6.970780739,
naviguer,4,5,4,2,0,6,6,6,4,0,5,1,4,7,0,0,7,1,2,0,6,0,3,5,0,2,6,3,2,5,1,0,0,2,6,5,8,5,3,3,4,3,1,8,3,1,0,2,5,2,0,0,0,3,4,0,4,2,0,1,5,0,2,7,2,0,5,5,5,6,0,7,0,0,6,2,6,1,0,0,2,4,3,1,0,0,0,5,0,5,1,4,0,256,2.752688172,5.883824217,
soleil couchant,3,1,0,0,5,6,1,7,0,0,2,5,3,6,4,0,0,5,3,5,0,4,1,2,0,3,6,5,4,0,0,0,6,4,7,4,2,2,8,7,6,1,7,4,7,0,7,2,2,8,0,0,3,3,0,5,0,2,1,5,0,2,3,4,1,0,3,2,3,6,6,3,0,0,3,0,0,1,0,5,5,2,5,0,0,5,0,3,1,7,0,1,1,256,2.752688172,6.122954652,
fin,4,4,3,0,0,7,5,0,1,0,3,5,1,8,0,8,4,2,2,7,2,0,4,2,0,7,2,6,1,4,8,0,5,6,8,0,8,2,2,7,4,6,1,4,7,1,0,5,5,0,0,0,1,0,4,5,5,0,0,3,2,0,2,0,0,4,0,6,6,4,2,5,0,0,3,0,0,5,0,0,5,2,3,0,0,6,0,3,0,0,0,2,8,257,2.76344086,7.095605423,
nuage,2,4,0,5,5,6,0,1,0,0,0,6,2,6,1,5,0,4,2,4,0,4,1,1,1,5,4,4,4,1,0,6,0,1,3,7,1,2,7,4,5,7,4,6,6,0,4,6,4,5,0,0,6,1,5,5,2,3,4,5,0,0,2,4,2,0,3,2,4,6,6,0,0,5,4,0,2,3,0,0,4,0,0,0,5,0,1,3,0,5,0,3,6,257,2.76344086,5.312996727,
souffrir,2,1,0,3,2,5,2,1,6,4,2,6,1,7,0,1,1,2,7,2,0,1,1,7,2,6,3,2,3,7,2,6,1,1,0,4,1,6,7,1,4,1,2,0,6,0,5,4,3,0,0,6,0,2,2,1,5,2,4,7,0,2,3,3,5,4,1,6,2,4,2,6,4,1,1,0,0,0,3,4,5,0,2,4,1,3,1,5,2,3,0,4,6,257,2.76344086,4.791257597,
dans la tourmente,1,1,0,0,4,6,6,1,6,2,2,2,1,7,1,1,4,3,5,5,0,2,3,5,0,3,4,1,4,3,0,4,2,5,0,8,3,5,8,5,3,4,1,8,5,0,2,4,2,0,0,1,0,3,0,5,4,1,3,7,0,0,3,5,6,0,2,6,4,5,0,3,0,5,0,0,0,0,2,0,4,0,0,4,2,0,0,7,2,8,3,4,7,258,2.774193548,5.828892006,
guerrier,2,1,0,2,7,7,2,6,4,0,2,6,2,7,4,4,5,2,0,2,0,6,3,2,0,2,1,3,2,2,0,0,4,8,1,7,3,6,7,4,2,4,4,4,7,0,0,1,3,1,0,3,5,0,3,1,5,0,0,5,0,0,1,0,8,0,1,5,3,6,4,3,0,8,5,6,0,0,0,0,5,3,3,0,1,5,1,6,0,4,0,1,5,258,2.774193548,6.04628331,
flot,4,0,4,0,3,5,5,0,3,0,0,2,7,4,0,7,1,4,1,0,3,0,1,1,0,8,4,7,1,5,0,1,0,7,0,4,7,4,5,4,0,6,5,7,6,6,5,5,3,3,0,0,0,2,3,2,2,0,4,4,6,2,4,1,0,1,4,3,6,5,1,7,0,0,5,6,0,2,0,0,0,0,4,0,7,0,2,4,4,0,0,2,8,259,2.784946237,6.34455353,
mains,4,3,5,0,5,4,0,5,6,1,2,7,2,7,6,0,0,1,0,4,3,4,1,8,0,1,6,2,5,7,0,3,3,7,1,0,6,3,7,1,4,3,5,0,0,1,7,8,1,4,1,0,1,0,8,1,5,0,1,0,1,1,5,3,6,0,3,6,2,4,7,2,6,0,3,0,1,5,4,0,6,1,0,6,0,0,0,0,0,0,1,5,1,259,2.784946237,6.627162225,
défi,4,4,0,2,8,5,1,2,0,4,4,7,0,6,7,0,0,1,0,5,0,7,2,3,0,5,5,1,5,3,0,4,6,8,1,8,3,6,7,7,0,7,7,7,2,0,6,0,3,2,0,0,0,0,0,1,6,0,3,3,1,0,2,0,0,0,4,6,5,5,7,2,0,7,0,0,0,2,0,7,7,0,0,6,0,0,0,4,0,1,0,2,4,260,2.795698925,7.664329126,
fluide,4,5,2,3,2,6,8,3,4,0,4,1,1,5,0,4,3,4,3,2,2,0,4,1,0,5,6,2,3,4,0,4,0,7,0,0,5,2,7,6,0,8,5,4,6,0,3,5,6,2,1,0,0,0,4,0,3,0,0,5,6,0,2,0,0,0,4,4,8,5,2,7,5,0,6,0,7,0,0,0,0,0,6,0,5,0,2,3,0,4,0,4,7,261,2.806451613,6.331697055,
extérieur,1,7,3,0,0,6,3,0,7,0,3,3,3,7,0,0,6,4,5,1,3,0,2,1,2,5,5,4,4,1,7,0,5,8,1,3,1,6,1,8,0,7,4,6,0,1,0,0,6,5,0,0,3,3,4,5,2,0,0,0,2,2,1,0,1,1,1,4,6,4,0,8,0,0,0,5,0,1,3,5,4,3,5,0,4,5,0,0,0,8,8,1,8,262,2.817204301,6.890135577,
innocence,0,4,4,4,0,5,6,0,5,0,3,2,2,6,0,1,5,4,3,4,5,0,4,7,6,4,4,6,3,1,1,0,4,5,7,3,6,2,6,5,0,6,5,2,4,4,2,2,5,2,1,4,3,4,2,1,1,1,3,3,2,1,1,0,5,0,4,3,3,4,3,5,0,0,7,4,7,3,0,0,0,2,1,0,3,1,0,4,0,1,1,1,6,264,2.838709677,4.549789621,
imposant,3,4,4,4,0,6,2,0,1,0,6,3,8,4,0,7,0,4,3,3,3,0,6,2,0,8,5,2,3,4,6,0,0,6,0,3,8,6,6,1,0,7,6,6,4,5,1,3,1,4,1,0,0,2,4,1,6,0,1,2,7,0,2,4,0,5,2,6,8,4,0,8,0,0,1,0,0,0,0,6,0,4,0,0,4,0,0,2,0,5,8,4,0,265,2.849462366,6.99883123,
s'approcher,4,5,6,0,5,0,4,1,7,1,5,7,0,3,4,2,0,2,0,4,7,5,4,4,0,4,6,3,5,2,0,8,5,0,4,4,3,4,3,0,1,8,3,7,5,1,5,2,4,3,0,0,2,0,6,1,1,0,4,5,1,2,1,0,1,1,3,5,6,5,8,0,0,4,2,0,4,2,3,4,8,4,0,0,0,0,0,5,0,2,5,0,0,265,2.849462366,5.868396447,
cosmos,2,6,4,6,0,5,2,0,2,0,2,1,5,7,0,0,1,6,5,6,5,0,4,2,3,5,6,1,5,2,1,2,3,7,5,2,5,1,2,8,5,6,1,7,2,1,1,0,3,4,0,0,3,0,5,0,3,1,0,0,5,0,2,7,0,0,5,8,8,4,3,8,0,0,3,6,0,0,0,6,0,2,3,6,0,0,6,4,0,0,0,1,8,266,2.860215054,6.795465171,
haut,5,5,6,4,0,8,0,0,2,0,6,4,8,8,0,0,3,5,4,0,2,0,5,5,0,5,4,7,2,6,3,0,0,8,0,3,8,6,4,6,0,7,0,7,2,2,0,1,3,4,0,0,4,0,7,6,1,0,0,3,6,0,2,5,2,7,1,4,5,5,0,8,0,0,6,0,1,1,0,2,0,3,5,0,0,0,0,1,0,0,0,5,8,266,2.860215054,7.77372604,
souffler,2,3,6,2,0,7,3,0,3,0,2,2,6,7,0,0,6,5,1,0,5,0,6,4,5,2,6,6,4,6,3,1,4,0,1,5,6,7,2,2,0,6,4,7,0,4,0,4,7,8,0,0,5,3,3,0,1,7,0,0,1,6,3,0,5,3,1,4,5,2,3,6,0,0,6,0,0,1,0,4,0,0,1,5,2,0,0,0,2,2,6,5,6,268,2.88172043,6.257597008,
tourbillon,1,1,0,3,5,5,0,4,6,0,2,6,7,6,0,1,0,3,0,4,0,3,3,7,0,3,0,3,2,4,0,0,6,8,3,8,6,7,5,0,5,6,3,6,6,0,6,3,2,0,1,5,0,0,3,6,2,3,1,5,3,0,1,2,6,0,2,6,3,5,0,7,0,0,4,0,6,2,5,0,3,0,4,7,0,0,2,5,3,1,2,4,0,268,2.88172043,6.170640486,
départ,2,5,3,0,0,6,2,4,6,0,7,7,5,7,0,0,5,1,1,0,8,0,4,1,0,2,5,7,1,2,1,0,8,0,0,0,8,1,2,7,5,7,7,6,3,2,0,6,7,5,0,0,3,0,3,0,1,0,0,4,5,0,1,0,0,7,1,6,1,5,0,8,2,0,6,4,2,0,0,4,7,0,2,2,2,8,0,6,0,4,0,1,8,269,2.892473118,7.988312295,
détachement,1,6,1,0,0,6,0,4,1,1,6,1,7,4,0,0,2,3,3,0,2,3,3,5,0,5,4,7,5,5,0,0,0,0,3,3,7,3,3,7,0,6,0,5,0,3,0,1,6,2,0,0,4,3,4,4,6,6,2,3,5,0,3,4,2,6,4,4,1,2,2,5,0,5,6,0,5,0,6,0,4,2,4,3,1,8,5,4,0,3,5,4,0,269,2.892473118,5.336138382,
ténacité,1,4,5,4,0,5,7,0,4,0,6,2,8,6,0,6,8,2,1,0,6,0,5,5,5,5,5,1,4,3,3,0,2,6,6,3,8,5,2,2,0,7,0,8,1,0,0,5,4,1,1,7,0,1,1,0,4,0,0,0,5,1,0,1,0,0,2,6,4,5,0,8,0,0,6,4,0,2,2,4,6,5,2,0,6,0,0,6,0,3,4,2,0,269,2.892473118,6.857877513,
effondré,3,4,0,3,3,8,0,1,7,5,6,5,0,5,1,5,1,4,6,3,0,1,4,5,0,6,3,5,1,5,0,4,5,1,0,8,5,2,7,0,4,5,4,2,7,0,2,6,2,0,1,1,1,3,1,4,2,2,4,6,2,0,2,6,3,1,1,4,2,5,1,7,0,0,3,1,0,2,5,5,4,0,2,1,3,2,0,5,1,3,0,2,8,270,2.903225806,5.305750351,
ouvrir,4,4,7,0,0,8,0,0,2,0,7,5,7,7,0,0,1,6,3,0,3,0,6,4,0,5,4,7,3,6,0,0,0,3,0,3,6,6,5,5,0,6,5,7,2,3,3,3,4,4,0,0,3,0,7,0,3,0,1,3,6,0,0,0,6,1,3,5,5,4,0,8,6,0,6,0,0,2,0,5,0,3,0,0,6,0,0,4,0,7,0,4,8,270,2.903225806,7.305750351,
soûl,4,3,3,5,1,4,0,6,5,0,5,4,6,3,3,8,0,3,4,2,5,0,2,1,3,4,5,7,0,1,5,0,5,0,8,0,8,0,3,1,0,6,2,7,1,0,5,0,3,5,0,0,0,3,1,5,1,3,0,0,3,0,4,6,3,3,2,7,3,5,1,0,0,7,4,7,0,2,0,0,6,7,3,1,1,8,1,5,0,3,5,4,0,270,2.903225806,6.240532959,
course,6,5,0,1,6,5,6,8,0,3,3,8,0,2,6,0,0,8,0,3,7,7,1,3,0,6,1,8,1,3,0,0,7,0,4,2,1,6,8,5,5,1,6,7,4,1,0,7,2,8,0,0,0,0,1,1,5,0,0,5,0,0,0,1,5,3,4,4,3,5,7,1,0,0,0,0,6,1,0,0,8,0,4,0,1,0,0,6,2,7,1,3,6,271,2.913978495,8.079476391,
noblesse,5,6,0,2,7,5,0,1,2,0,2,4,2,3,8,7,7,5,6,2,0,8,5,4,0,4,0,4,1,1,2,0,7,7,7,8,7,1,1,0,1,5,3,4,5,1,1,0,1,3,0,0,0,0,0,1,5,3,3,7,1,0,1,2,5,0,7,5,6,6,5,3,6,4,2,0,0,0,0,4,0,3,6,5,0,0,3,4,0,2,0,1,7,272,2.924731183,6.809490416,
petit enfant,1,4,6,2,8,5,0,6,5,0,1,5,8,5,8,0,0,6,7,3,0,8,1,1,0,6,6,4,2,5,0,3,2,5,3,7,5,1,0,8,5,5,0,0,6,3,4,1,2,3,0,1,5,0,5,1,0,3,6,2,5,0,5,5,4,0,3,2,2,6,1,0,0,2,5,0,0,6,1,0,3,2,3,5,5,0,0,2,0,1,0,1,5,273,2.935483871,6.387096774,
flux,5,3,0,4,6,0,0,2,0,0,1,2,1,7,5,7,7,2,0,4,5,4,3,7,0,5,6,4,6,2,0,4,4,0,4,7,5,4,1,2,7,4,2,7,1,0,7,4,2,7,0,1,1,0,0,2,3,0,6,7,0,5,1,0,4,0,1,5,3,5,8,3,4,0,2,0,0,3,3,8,0,0,6,4,3,0,1,5,1,7,0,2,0,274,2.946236559,6.464469378,
fragile,3,6,4,5,0,3,7,0,5,0,6,5,6,8,0,3,2,4,1,0,4,0,2,3,0,3,4,5,4,4,2,0,5,0,2,3,7,2,5,0,2,2,4,7,7,5,0,5,6,1,0,5,5,0,4,1,7,1,0,2,3,0,4,1,6,2,1,2,6,6,0,6,5,0,5,2,0,1,0,3,0,4,4,1,0,3,0,2,2,2,3,6,7,274,2.946236559,5.486208509,
grand,6,5,0,4,7,0,0,2,6,0,3,7,0,8,3,6,0,5,0,6,0,8,3,5,0,7,5,2,3,6,0,5,5,0,3,0,5,6,0,6,3,7,0,7,1,3,2,1,4,4,0,0,3,0,0,1,6,0,1,6,0,0,3,1,0,1,4,4,2,6,7,0,6,0,0,0,7,4,0,0,5,3,1,6,0,0,0,2,0,6,7,5,8,274,2.946236559,7.420991117,
sortie,3,2,4,0,7,4,0,5,8,0,8,5,8,4,0,0,4,1,1,0,2,1,1,6,0,1,6,5,3,2,1,0,0,0,8,3,1,4,4,7,6,6,2,6,2,3,0,1,4,8,0,0,3,3,3,8,5,0,0,0,4,0,0,0,7,4,3,3,5,5,0,7,4,4,5,7,6,1,0,0,0,3,3,0,0,7,0,0,0,8,8,2,0,275,2.956989247,7.519869098,
au ralenti,4,5,6,3,0,6,7,0,2,2,3,3,6,7,0,0,3,1,1,0,5,3,3,5,0,4,3,7,3,3,5,0,7,6,4,3,2,2,3,1,3,5,5,6,6,3,0,7,5,2,0,0,5,3,4,7,4,0,3,4,4,2,2,0,5,1,2,4,8,5,1,0,4,0,3,3,1,0,5,0,0,1,1,0,5,0,1,4,1,1,1,4,7,276,2.967741935,5.183730715,
couché,2,5,5,0,7,4,6,5,6,0,2,5,0,6,6,4,0,5,2,4,4,7,5,1,0,5,4,5,4,6,0,4,0,0,5,5,6,0,3,4,6,8,4,4,7,3,6,0,3,2,0,0,4,4,1,2,0,2,1,5,0,2,5,3,1,0,4,5,1,6,1,0,4,5,1,0,4,0,0,6,4,4,3,1,0,0,0,3,6,2,2,0,0,277,2.978494624,5.456054231,
souple,5,4,0,6,7,6,4,1,1,5,3,6,5,3,6,5,0,2,0,5,0,6,4,7,0,6,4,1,5,3,0,2,7,3,4,0,5,3,1,3,1,7,3,6,3,0,6,4,4,3,0,5,2,1,1,1,6,0,0,6,0,0,0,5,4,1,4,3,4,5,7,5,0,0,2,0,2,1,1,7,0,1,4,1,0,0,2,3,3,3,0,4,8,277,2.978494624,5.586489014,
suave,3,6,6,6,4,7,5,6,5,0,5,1,6,7,7,3,1,5,4,0,5,0,3,1,0,5,3,7,1,2,0,0,8,7,1,0,2,4,4,8,2,4,5,1,6,0,0,2,8,2,1,0,2,0,2,8,1,0,0,1,4,1,1,0,5,7,5,3,3,4,2,5,5,0,6,0,0,3,8,0,2,3,0,0,4,0,2,6,4,0,0,1,0,277,2.978494624,6.738662927,
jaillir,5,5,0,4,5,2,0,5,5,0,5,7,5,3,1,1,2,3,0,3,2,5,4,5,5,5,6,1,6,4,0,5,0,4,2,6,5,2,6,6,5,0,3,7,6,0,6,4,4,3,0,0,4,0,3,4,3,0,0,6,2,0,1,1,8,1,5,6,5,4,8,1,0,3,0,0,0,0,7,0,0,0,0,4,4,0,1,4,1,7,3,5,0,279,3,5.891304348,
spacieux,2,5,5,5,0,5,6,0,5,0,4,1,7,7,0,0,6,4,4,0,5,0,3,4,1,4,7,2,3,0,2,1,0,6,0,3,6,5,4,4,6,6,3,8,5,3,0,4,4,4,0,2,2,0,7,6,6,0,2,1,6,0,0,1,0,2,2,7,8,5,2,8,0,0,6,0,7,0,0,6,3,0,4,0,1,0,0,3,0,4,0,4,6,280,3.010752688,6.662926601,
tension,4,2,2,2,3,5,4,1,7,1,4,7,5,6,2,1,1,2,7,5,0,2,3,5,7,2,5,2,4,2,0,4,3,6,3,4,8,7,6,0,5,4,1,8,5,0,5,6,4,1,0,0,1,1,0,1,5,0,1,6,0,1,4,3,1,2,2,6,2,4,0,1,0,0,5,2,0,1,0,7,6,0,3,6,0,5,1,4,3,6,0,2,6,281,3.021505376,5.629967274,
bondissant,4,4,3,3,0,7,4,6,3,0,4,1,6,5,3,0,5,0,1,0,2,5,7,6,0,5,6,6,1,5,5,0,0,5,3,3,6,4,2,0,0,6,4,8,4,1,0,3,2,4,0,0,0,0,1,2,4,0,1,3,6,0,3,6,1,2,1,5,7,5,0,7,6,1,2,7,5,2,2,6,6,0,7,0,4,0,1,4,0,1,0,4,8,282,3.032258065,6.140252454,
sublimation,4,3,4,3,6,6,6,1,0,0,1,7,3,7,0,7,0,1,3,8,2,5,6,7,7,5,7,2,5,0,0,5,5,6,2,8,4,1,6,0,3,8,0,6,0,0,5,2,3,0,0,0,2,3,0,1,7,2,3,4,0,0,0,4,0,4,5,6,6,5,3,3,0,0,1,0,3,0,5,0,0,3,1,1,0,0,4,4,3,7,0,4,8,282,3.032258065,6.90112202,
apesanteur,4,4,2,4,4,3,5,0,1,1,0,1,4,2,0,0,1,5,1,0,6,0,5,3,5,6,7,6,1,1,4,3,7,6,8,2,7,1,2,4,3,6,4,4,6,1,3,3,3,1,0,0,3,3,8,7,5,0,0,0,5,0,0,4,6,1,3,5,6,5,3,7,0,0,4,6,5,2,0,6,0,5,0,4,6,0,2,2,1,3,3,3,0,283,3.043010753,5.606825619,
gestes larges,1,5,5,3,4,6,6,0,5,2,2,3,6,8,6,6,0,6,1,0,6,0,6,1,0,5,4,1,1,6,3,0,0,7,8,2,6,2,3,0,0,0,6,7,0,3,3,3,1,8,1,0,2,1,3,6,1,3,0,6,5,0,5,7,2,2,2,5,5,3,1,8,7,0,2,0,2,1,0,5,6,0,2,0,2,0,2,1,1,4,1,5,7,283,3.043010753,6.498129967,
avancer,3,3,5,1,0,7,7,6,3,0,6,5,6,6,0,0,3,0,1,2,5,0,4,5,0,0,6,5,3,5,3,0,5,7,0,2,7,4,2,8,0,6,0,4,3,3,0,0,5,4,0,2,2,3,3,6,5,0,1,2,5,0,2,3,6,2,1,5,3,5,0,5,0,0,4,6,0,1,0,6,4,6,4,2,1,4,0,2,0,5,8,3,7,284,3.053763441,5.899251987,
dormir,5,2,0,2,6,3,6,8,8,1,1,6,1,4,8,2,1,5,1,2,2,4,5,5,0,3,4,7,4,5,1,4,0,6,3,1,1,2,8,6,6,3,2,2,7,2,0,3,1,1,0,0,4,5,4,2,6,3,3,5,0,0,4,7,3,1,1,3,4,5,6,0,3,2,4,0,0,1,0,5,5,3,6,4,1,2,0,1,2,5,3,1,1,285,3.064516129,5.234922861,
douloureux,4,1,0,0,3,6,3,1,6,0,5,6,3,7,3,1,3,3,7,2,1,1,2,7,0,7,6,3,5,8,0,1,3,2,3,4,1,6,7,3,4,2,2,0,7,0,4,8,4,0,0,6,3,3,1,5,5,2,1,7,0,0,2,6,2,2,1,6,2,5,1,6,4,0,5,0,0,3,0,0,7,0,2,2,3,0,0,5,3,6,1,5,8,285,3.064516129,6.104488079,
douillet,3,1,2,5,3,6,8,4,1,0,6,0,6,4,3,1,4,5,3,0,4,2,2,3,0,1,4,7,6,3,5,0,0,6,0,4,1,5,6,2,6,6,6,5,4,1,0,3,6,5,0,0,0,2,1,1,1,3,0,1,4,4,0,6,8,0,2,3,5,5,4,5,7,0,1,5,1,4,0,5,2,4,5,0,4,0,1,6,0,6,0,6,6,286,3.075268817,5.613838242,
se perdre,0,6,4,2,0,3,3,7,7,0,3,5,6,7,0,0,2,3,4,2,8,0,3,3,0,2,7,8,4,2,1,0,5,0,0,0,8,1,6,7,5,6,2,8,4,3,0,1,3,5,1,2,3,2,3,5,7,1,5,5,6,0,2,6,8,3,3,4,3,3,2,4,2,0,7,0,5,2,0,0,0,5,1,2,0,3,4,1,2,3,2,4,0,287,3.086021505,6.05773726,
étreinte,1,1,2,2,4,3,6,0,3,1,2,2,6,6,1,7,1,4,4,1,2,3,3,4,0,8,6,5,2,4,1,0,8,5,7,4,8,4,6,7,0,6,5,0,3,2,0,5,5,2,0,0,0,0,3,3,5,0,5,2,6,2,3,1,4,0,3,5,5,4,3,5,2,0,6,2,0,0,0,5,2,2,4,4,7,0,2,4,2,3,8,4,0,288,3.096774194,5.457924264,
s'ouvrir,4,6,6,1,0,7,2,1,6,5,5,3,7,7,0,0,6,4,4,0,4,0,5,5,0,1,7,6,3,4,1,0,2,7,0,0,8,4,6,2,0,7,7,8,1,1,1,1,6,4,0,1,4,2,7,0,3,0,5,2,3,0,0,4,5,0,4,5,5,4,4,7,6,2,6,5,0,2,0,8,0,5,4,0,2,3,0,1,1,0,0,4,0,289,3.107526882,6.749181861,
ambiance d'hiver,1,2,0,0,5,7,5,7,7,1,5,2,0,7,7,4,1,5,1,7,0,5,1,3,4,5,5,4,4,2,0,0,1,5,5,8,4,3,5,7,5,6,1,5,8,1,7,5,4,1,0,1,1,3,7,6,1,0,3,3,0,0,1,2,2,0,3,1,3,6,1,5,0,0,4,0,5,3,0,4,8,0,1,3,0,4,1,5,2,7,0,0,8,292,3.139784946,6.556334736,
décoller,3,4,4,1,2,7,3,5,6,0,3,2,8,6,3,0,2,5,3,3,2,1,5,4,0,5,6,5,3,5,2,0,4,7,0,3,8,5,3,6,4,6,2,5,2,2,2,1,5,2,0,0,2,0,5,0,3,8,1,2,6,0,2,3,5,0,5,5,8,5,2,5,2,0,6,5,5,0,0,6,4,3,2,0,0,0,0,5,2,5,2,3,0,292,3.139784946,5.317204301,
provocateur,1,5,2,3,4,4,0,3,2,0,5,2,6,4,1,2,3,4,5,8,8,6,4,5,5,5,1,6,1,2,8,0,6,6,1,2,8,3,5,2,0,7,2,4,4,1,0,4,1,1,0,0,0,1,1,7,4,0,1,0,8,3,1,0,0,4,2,6,8,3,1,6,7,0,6,0,0,1,0,3,5,2,0,0,3,6,1,5,0,6,8,3,8,292,3.139784946,6.77372604,
résistance,4,2,3,1,6,6,0,1,7,0,4,8,2,3,4,4,1,5,0,8,0,3,2,5,3,5,3,3,2,3,0,2,6,7,2,7,7,6,7,0,1,6,4,6,6,0,2,1,5,2,0,6,4,0,0,4,6,0,1,6,5,0,1,0,0,1,3,7,4,7,0,5,0,6,4,0,0,5,7,0,5,7,2,0,0,8,1,7,0,1,0,4,0,292,3.139784946,6.947639084,
hâte,6,1,6,0,8,5,0,2,7,1,1,7,8,6,7,0,0,2,0,6,0,5,2,5,0,4,6,1,6,2,0,6,6,8,1,7,6,4,7,4,3,6,3,6,6,6,0,3,2,1,0,0,0,0,7,1,1,1,1,5,0,0,1,2,7,3,2,4,4,4,5,0,0,3,4,0,0,4,5,0,8,4,4,6,0,0,0,1,4,2,0,3,8,293,3.150537634,7.259700795,
posé,4,2,0,1,7,4,7,3,6,0,2,1,1,2,5,5,0,4,0,4,3,5,6,3,3,6,3,3,7,7,0,0,0,8,3,0,6,0,1,3,6,6,1,4,7,0,7,2,3,2,0,0,3,4,4,1,2,5,1,5,1,4,5,5,0,6,1,2,6,5,4,1,0,7,0,0,5,1,0,0,5,5,5,6,2,4,0,5,4,5,1,2,8,293,3.150537634,5.824918186,
sommeil,3,4,1,2,7,3,6,5,7,0,1,2,1,6,8,1,1,5,2,2,3,4,2,4,0,3,2,5,3,6,1,5,0,8,4,5,4,3,6,5,6,6,2,3,6,2,0,2,1,1,0,0,6,6,1,3,5,6,3,5,0,0,3,7,2,0,2,2,4,6,5,1,0,6,2,0,0,5,0,7,3,5,6,5,2,0,0,5,4,7,0,0,0,293,3.150537634,5.651005143,
oiseau,1,6,0,6,3,2,0,4,0,0,4,6,5,5,3,4,7,1,0,5,0,4,4,2,0,5,2,5,2,7,0,0,4,7,5,7,7,1,6,6,5,8,3,8,6,2,3,1,0,2,0,0,3,0,0,1,0,8,2,5,0,0,2,0,0,1,1,6,6,6,7,1,0,2,5,0,6,2,6,3,7,4,3,3,7,0,1,4,0,6,0,4,8,294,3.161290323,6.9628331,
assoupissement,5,6,4,2,6,7,6,5,7,0,4,6,2,5,3,2,1,3,1,4,0,4,5,4,7,4,4,6,4,6,0,1,0,8,3,4,3,2,8,0,4,4,4,0,7,0,1,4,2,2,1,0,0,8,4,1,2,7,5,1,0,0,4,6,3,2,1,2,6,5,6,2,0,0,5,0,0,0,0,6,3,2,7,6,1,0,0,3,4,6,0,2,4,295,3.172043011,5.970079476,
gambader,1,5,5,6,0,4,6,4,3,0,6,2,7,7,1,3,6,3,1,1,2,1,4,6,3,3,6,1,3,1,6,0,0,3,8,4,5,5,6,6,4,6,4,3,6,5,4,1,4,2,0,0,1,2,4,2,2,3,1,3,4,3,5,1,6,3,3,5,5,7,0,7,2,0,2,6,0,2,0,1,3,1,3,0,5,0,1,4,0,6,0,2,7,295,3.172043011,5.078775129,
tourment,2,1,0,0,4,4,0,2,0,0,6,6,3,7,1,0,0,3,2,6,0,1,1,8,0,6,1,2,3,7,0,6,3,5,4,8,5,0,8,1,4,5,4,2,5,3,7,7,3,2,3,0,0,5,1,6,5,6,3,6,5,0,2,8,3,1,2,5,4,5,1,6,1,6,4,0,0,3,5,7,4,0,4,5,3,0,0,6,3,2,3,4,0,295,3.172043011,6.078775129,
continuer,4,6,7,2,0,5,7,0,2,0,5,3,6,4,0,6,6,3,1,2,5,0,5,5,0,2,3,6,3,4,7,0,6,6,0,3,8,3,3,4,4,6,4,5,0,4,0,3,4,4,0,4,3,1,1,6,5,0,1,3,5,0,4,4,6,3,1,5,2,5,0,7,6,0,6,5,0,0,0,4,3,0,1,1,1,5,0,2,0,5,6,1,8,296,3.182795699,5.694483403,
intrigue,5,1,5,0,5,8,3,4,3,4,3,5,3,5,5,3,1,2,6,4,0,5,4,5,0,5,4,3,4,0,0,5,6,8,2,0,3,6,5,3,2,6,4,6,5,0,4,6,3,2,1,3,4,2,6,4,6,0,3,3,2,2,2,1,1,2,4,6,2,3,3,1,6,0,0,2,0,3,2,5,3,0,5,4,2,0,1,5,0,7,2,2,6,297,3.193548387,4.375175316,
vague,5,6,5,4,5,8,0,2,0,0,1,6,1,6,1,5,2,3,0,6,0,3,4,4,0,4,5,4,4,1,0,0,8,0,4,8,6,4,7,0,4,5,0,7,3,0,2,2,2,6,0,2,5,0,2,4,3,4,4,7,0,1,1,7,6,0,5,4,8,3,7,1,6,5,5,0,8,2,0,5,0,0,3,1,0,0,1,4,0,8,0,4,8,297,3.193548387,6.983870968,
ascension,3,6,4,4,5,8,7,0,1,0,0,5,8,5,0,6,1,2,4,1,2,2,5,3,0,7,5,1,2,3,2,0,0,7,8,3,8,6,6,4,2,6,2,4,2,4,1,5,4,3,1,0,4,0,5,1,5,0,0,1,7,0,1,2,7,0,5,4,8,3,2,8,0,0,6,5,0,2,0,5,0,3,3,3,2,0,1,4,2,2,7,4,8,298,3.204301075,6.533894343,
